b0fdbc7a7a3da783796559f58f912f02978f2a23|2026-08-28|zoomote[bot]|4|2|eslint-suppressions.json;|src/api/providers/__tests__/gemini.spec.ts src/eslint-suppressions.json |[Fix] Vertex Gemini 3.7 fails after tools return empty output (#1250)
1dbe3bd22de3dd9ab8291efbd7078176105b6c43|2026-08-28|zoomote[bot]|22|9|ClineProvider.ts;Task.ts;eslint-suppressions.json;|src/core/assistant-message/presentAssistantMessage.ts src/core/assistant-message/__tests__/presentAssistantMessage-unknown-tool.spec.ts src/core/task/Task.ts src/core/task/__tests__/Task.persistence.spec.ts src/core/tools/AttemptCompletionTool.ts src/core/tools/__tests__/attemptCompletionTool.spec.ts src/core/tools/__tests__/newTaskTool.spec.ts src/core/webview/ClineProvider.ts src/eslint-suppressions.json |[Fix] Restore subtask approvals when users return to tasks (#1320)
ec77e3f1efee397d34cef734955063288e946072|2026-08-28|zoomote[bot]|8|1||webview-ui/src/components/ui/hooks/__tests__/useSelectedModel.spec.ts |feat(providers): add GLM-5.3-Flash support (#1430)
8efff00e6d1bc1f660fcabdfe9c458a41de07a39|2026-08-29|edelauna|44|43|ClineProvider.ts;package.json;i18n;CHANGELOG;|CHANGELOG.md locales/ca/README.md locales/de/README.md locales/es/README.md locales/fr/README.md locales/hi/README.md locales/id/README.md locales/it/README.md locales/ja/README.md locales/ko/README.md locales/nl/README.md locales/pl/README.md locales/pt-BR/README.md locales/ru/README.md locales/tr/README.md locales/vi/README.md locales/zh-CN/README.md locales/zh-TW/README.md README.md src/CHANGELOG.md src/core/webview/ClineProvider.ts src/package.json webview-ui/src/components/chat/Announcement.tsx webview-ui/src/components/chat/__tests__/Announcement.spec.tsx webview-ui/src/constants/externalLinks.ts webview-ui/src/i18n/locales/ca/chat.json webview-ui/src/i18n/locales/de/chat.json webview-ui/src/i18n/locales/en/chat.json webview-ui/src/i18n/locales/es/chat.json webview-ui/src/i18n/locales/fr/chat.json webview-ui/src/i18n/locales/hi/chat.json webview-ui/src/i18n/locales/id/chat.json webview-ui/src/i18n/locales/it/chat.json webview-ui/src/i18n/locales/ja/chat.json webview-ui/src/i18n/locales/ko/chat.json webview-ui/src/i18n/locales/nl/chat.json webview-ui/src/i18n/locales/pl/chat.json webview-ui/src/i18n/locales/pt-BR/chat.json webview-ui/src/i18n/locales/ru/chat.json webview-ui/src/i18n/locales/tr/chat.json webview-ui/src/i18n/locales/vi/chat.json webview-ui/src/i18n/locales/zh-CN/chat.json webview-ui/src/i18n/locales/zh-TW/chat.json |Release v3.80.1 (#1432)
efc30cfa086356048154ea6a2f2d28684197f528|2026-08-29|edelauna|1|0|||feat: configure CodeRabbit adversarial PR reviews (#1433)
b55ff8707cafe06586f3e8513b7748cdd91ecebf|2026-08-29|zoomote[bot]|6|2||apps/vscode-e2e/src/runTest.ts apps/vscode-e2e/src/suite/index.ts |[Fix] Subtask approval E2E times out after task restoration (#1434)
8f7f48ad5786d34716ef202db8561297c09298c4|2026-08-29|zoomote[bot]|57|9|pnpm-lock.yaml;workflows;|apps/vscode-e2e/package.json .github/workflows/visual-regression.yml .gitignore packages/types/src/api.ts pnpm-lock.yaml src/extension/api.ts webview-ui/package.json webview-ui/playwright-ct.config.ts webview-ui/src/components/settings/UISettings.tsx |[Chore] Add Extension Host visual regression coverage (#1426)
8187d3cf9eaff13fdaa4f80fd012d75e8c57ed9c|2026-08-30|zoomote[bot]|9|3|workflows;|.github/pull_request_template.md .github/workflows/visual-regression.yml webview-ui/src/components/chat/ChatTextArea.tsx |[Fix] Chat and History labels clip at narrow widths (#1445)
97265fd8ed1de7c2963173deeac6301fe801a660|2026-08-30|zoomote[bot]|5|0|||test(webview): capture typed host messages (#1446)
147147cdab8f98f750932b925eb4f35a93cae45a|2026-08-30|zoomote[bot]|7|1||apps/vscode-e2e/src/suite/index.ts |test(e2e): ignore partial asks in completion waits (#1449)
ad05c1c141df9f6d48f95389b031382d0dd5108f|2026-08-30|zoomote[bot]|4|2|workflows;|CONTRIBUTING.md .github/workflows/label-pr-review-state.yml |[Chore] Queue CodeRabbit after required CI (#1437)
b18b6f01c5d372d3de3fc88834d8251452ea04e5|2026-08-30|zoomote[bot]|2|1|workflows;|.github/workflows/label-pr-review-state.yml |fix: let reviewed fork PRs enter merge queue (#1455)
a80b3b3abcc56ce7c71eb09656dfca353885e365|2026-08-30|Anthony Gallon|4|0|||[Fix] Opencode Go routes gpt-5.6-luna through /v1/responses (#1443)
7bc054ba875c50b609be36a33d2cfa60f80024f6|2026-08-31|zoomote[bot]|1|0|||fix: review label-opted PR updates (#1457)
edaf7a14e5ef5d82144ef49db79e5640a85020ee|2026-08-31|zoomote[bot]|24|12|package.json;pnpm-lock.yaml;eslint-suppressions.json;|apps/vscode-nightly/esbuild.mjs apps/vscode-nightly/package.nls.nightly.json package.json packages/build/src/esbuild.ts packages/build/src/__tests__/index.test.ts pnpm-lock.yaml scripts/install-vsix.js src/api/providers/fetchers/__tests__/versionedSettings.spec.ts src/core/tools/__tests__/newTaskTool.spec.ts src/eslint-suppressions.json webview-ui/package.json webview-ui/vite.config.ts |[Chore] Remove unused nightly extension path (#1454)
cd09db10eeac232698dbc2a275d174f312794fc0|2026-08-31|zoomote[bot]|2|2|ClineProvider.ts;|src/core/webview/ClineProvider.ts src/core/webview/__tests__/ClineProvider.spec.ts |[Fix] Child task view returns to Home during state updates (#1458)
